stock_name, acc_test, acc_eval, expected_value, buy_percent, pred_sell, pred_hold, pred_buy005930,삼성전자,
035760,CJ ENM,
263750,펄어비스,
253450,스튜디오드래곤,
032500,케이엠더블유,
084990,헬릭스미스,
086900,메디톡스,
036490,SK머티리얼즈,
034230,파라다이스,
240810,원익IPS,
145020,휴젤,
140410,메지온,
056190,에스에프에이,
036830,솔브레인,
082270,젬백스,
098460,고영,
095700,제넥신,
039030,이오테크닉스,
078340,컴투스,
068760,셀트리온제약,
067630,에이치엘비생명과학,
215600,신라젠,
247540,에코프로비엠,
084850,아이티엠반도체,
178920,SKC코오롱PI,
058470,리노공업,
298380,에이비엘바이오,
030190,NICE평가정보,
046890,서울반도체,
028150,GS홈쇼핑,
041960,코미팜,
196170,알테오젠,
005290,동진쎄미켐,
096530,씨젠,
025980,아난티,
041510,에스엠,
035900,JYP Ent.,
214150,클래시스,
214370,케어젠,
086450,동국제약,
022100,포스코 ICT,
200130,콜마비앤에이치,
218410,RFHIC,
064760,티씨케이,
053800,안랩,
085660,차바이오텍,
003380,하림지주,
000250,삼천당제약,
115450,지트리비앤티,
091700,파트론,
108320,실리콘웍스,
267980,매일유업,
078130,국일제지,
039200,오스코텍,
090460,비에이치,
097520,엠씨넥스,
067160,아프리카TV,
278280,천보,
213420,덕산네오룩스,
036540,SFA반도체,
039840,디오,
122870,와이지엔터테인먼트,
033640,네패스,
048260,오스템임플란트,
083790,크리스탈,
183490,엔지켐생명과학,
078160,메디포스트,
058820,CMG제약,
178320,서진시스템,
066970,엘앤에프,
069080,웹젠,
237690,에스티팜,
141080,레고켐바이오,
112040,위메이드,
033290,코웰패션,
031390,녹십자셀,
095610,테스,
086520,에코프로,
230360,에코마케팅,
268600,셀리버리,
042000,카페24,
265520,AP시스템,
950160,코오롱티슈진,
060250,NHN한국사이버결제,
272290,이녹스첨단소재,
243070,휴온스,
048410,현대바이오,
215200,메가스터디교육,
006730,서부T&D,
038540,상상인,
023890,한국아트라스비엑스,
029960,코엔텍,
035600,KG이니시스,
044340,위닉스,
151910,나노스,
092040,아미코젠,
060720,KH바텍,
030530,원익홀딩스,
263050,유틸렉스,
043150,바텍,
228760,지노믹트리,
200230,텔콘RF제약,
074600,원익QnC,
068240,다원시스,
237880,클리오,
290510,코리아센터,
122990,와이솔,
102710,이엔에프테크놀로지,
084370,유진테크,
215000,골프존,
108230,톱텍,
048530,인트론바이오,
036930,주성엔지니어링,
007390,네이처셀,
078070,유비쿼스홀딩스,
131970,테스나,
025770,한국정보통신,
038500,삼표시멘트,
138080,오이솔루션,
166090,하나머티리얼즈,
003800,에이스침대,
235980,메드팩토,
321550,티움바이오,
045390,대아티아이,
095660,네오위즈,
144510,녹십자랩셀,
088800,에이스테크,
051370,인터플렉스,
104830,원익머트리얼즈,
148150,세경하이테크,
092730,네오팜,
319660,피에스케이,
013120,동원개발,
084110,휴온스글로벌,
061970,엘비세미콘,
100120,뷰웍스,
950180,SNK,
143240,사람인에이치알,
047310,파워로직스,
023410,유진기업,
244460,올리패스,
288330,브릿지바이오테라퓨틱스,
065660,안트로젠,
018290,브이티지엠피,
099190,아이센스,
317330,덕산테코피아,
039440,에스티아이,
119860,다나와,
230240,에치에프알,
051500,CJ프레시웨이,
214450,파마리서치프로덕트,
060570,드림어스컴퍼니,
293780,압타바이오,
060150,인선이엔티,
111710,남화산업,
032190,다우데이타,
080160,모두투어,
101490,에스앤에스텍,
025900,동화기업,
182400,엔케이맥스,
086390,유니테스트,
123860,아나패스,
192440,슈피겐코리아,
052260,SK바이오랜드,
179900,유티아이,
053580,웹케시,
082920,비츠로셀,
214870,뉴지랩,
041830,인바디,
040910,아이씨디,
228670,레이,
086820,바이오솔루션,
032620,유비케어,
052020,에스티큐브,
036800,나이스정보통신,
089030,테크윙,
950170,JTC,
097780,에스맥,
014620,성광벤드,
115960,연우,
078020,이베스트투자증권,
033500,동성화인텍,
140860,파크시스템스,
015750,성우하이텍,
052710,아모텍,
121800,비덴트,
119610,인터로조,
089600,나스미디어,
049950,미래컴퍼니,
035810,이지바이오,
300120,라온피플,
039560,다산네트웍스,
222800,심텍,
050890,쏠리드,
239610,에이치엘사이언스,
030520,한글과컴퓨터,
023160,태광,
143160,아이디스,
220630,해마로푸드서비스,
038290,마크로젠,
082800,루미마이크로,
063570,한국전자금융,
034950,한국기업평가,
087010,펩트론,
243840,신흥에스이씨,
234340,세틀뱅크,
255440,야스,
174900,앱클론,
189300,인텔리안테크,
078600,대주전자재료,
052400,코나아이,
208340,파멥신,
086980,쇼박스,
183300,코미코,
125210,아모그린텍,
236200,슈프리마,
226950,올릭스,
232140,와이아이케이,
066700,테라젠이텍스,
050110,캠시스,
950110,SBI핀테크솔루션즈,
136480,하림,
080420,모다이노칩,
251970,펌텍코리아,
010170,대한광통신,
299660,셀리드,
041140,넥슨지티,
263720,디앤씨미디어,
013030,하이록코리아,
053030,바이넥스,
078150,HB테크놀러지,
035890,서희건설,
089010,켐트로닉스,
088290,이원컴포텍,
042520,한스바이오메드,
057500,SKC 솔믹스,
089980,상아프론테크,
095270,웨이브일렉트로,
041190,우리기술투자,
054780,키이스트,
238090,앤디포스,
228850,레이언스,
092130,이크레더블,
036630,세종텔레콤,
115180,큐리언트,
282880,코윈테크,
019210,와이지-원,
200670,휴메딕스,
159580,제로투세븐,
